state,month,year,rainfall_mm,pH,turbidity_NTU,dissolved_oxygen_mg_L,total_coliform_MPN,water_temp_C,risk_level,risk_score,primary_disease
Andhra Pradesh,March,2022,50.0,7.41,3.14,8.98,101,29.59,moderate,25.28,None
Arunachal Pradesh,November,2021,0.0,6.76,2.67,7.35,97,21.57,low,21.48,None
Uttarakhand,May,2020,11.8,7.17,4.51,6.01,104,26.75,moderate,34.45,Dysentery
Himachal Pradesh,March,2023,49.3,7.62,1.66,6.05,99,26.48,moderate,32.41,None
Karnataka,September,2022,411.9,6.88,6.13,6.69,444,22.77,severe,78.95,None
Telangana,May,2024,19.4,7.46,0.7,7.6,111,26.48,low,22.34,None
Tripura,August,2021,316.0,6.96,6.58,6.22,385,26.81,severe,77.24,Hepatitis A
Tamil Nadu,July,2021,269.0,7.16,6.96,7.04,346,22.03,high,55.94,Cholera
Madhya Pradesh,March,2024,70.0,7.5,0.5,5.58,155,28.9,moderate,38.05,None
Mizoram,August,2022,262.3,6.64,8.99,4.21,343,25.82,severe,77.74,None
Maharashtra,January,2020,56.3,6.45,6.95,9.27,101,26.66,moderate,32.83,None
Bihar,February,2020,0.0,7.34,2.04,9.05,226,20.79,moderate,30.48,None
Karnataka,November,2023,9.2,7.64,8.95,7.13,94,17.77,moderate,38.05,Dysentery
Chhattisgarh,August,2022,194.4,7.56,4.17,7.72,177,26.35,moderate,36.21,None
Tripura,June,2023,432.8,6.93,11.51,10.46,469,27.59,severe,89.3,Dysentery
Meghalaya,September,2022,427.3,7.06,7.2,5.07,472,24.23,severe,94.76,Hepatitis A
Goa,January,2022,83.4,7.06,4.36,7.21,105,16.63,low,23.77,None
Telangana,April,2020,34.4,7.07,8.29,7.46,91,24.59,moderate,31.38,Dysentery
Manipur,May,2024,34.9,7.35,5.95,6.92,99,24.46,moderate,32.93,None
Uttarakhand,May,2022,35.8,7.41,1.48,7.7,101,25.1,low,21.21,None
Telangana,June,2024,118.6,7.24,6.7,7.06,168,30.16,moderate,42.38,Hepatitis A
Haryana,July,2020,461.7,6.7,11.84,7.9,496,28.19,severe,97.05,None
Haryana,July,2023,268.4,7.35,7.35,9.06,358,22.63,high,55.31,Dysentery
Rajasthan,October,2020,115.4,8.32,4.66,6.63,94,25.8,moderate,41.67,None
Goa,June,2024,541.9,6.18,10.83,5.1,541,27.79,severe,122.83,Dysentery
Karnataka,September,2022,234.3,6.92,10.04,7.78,325,24.43,high,56.7,Typhoid Fever
Telangana,December,2023,218.2,5.68,5.2,8.06,209,21.42,moderate,45.21,Typhoid Fever
Assam,June,2020,536.3,6.86,10.36,4.14,559,25.45,severe,120.05,Cholera
Uttarakhand,September,2021,338.9,6.17,9.91,7.22,418,28.53,severe,93.7,Dysentery
Tripura,March,2020,29.6,7.27,4.06,3.3,87,21.91,moderate,43.97,None
Tamil Nadu,February,2021,61.7,7.23,1.62,9.49,116,24.21,low,19.25,None
Rajasthan,November,2024,41.0,8.5,3.67,5.03,103,21.52,moderate,48.25,None
Meghalaya,July,2021,489.8,6.72,9.21,9.86,532,21.82,severe,90.4,Hepatitis A
Manipur,December,2021,98.3,7.05,1.54,8.85,84,21.11,low,12.53,None
Arunachal Pradesh,July,2022,302.2,6.33,6.53,5.34,357,20.28,severe,82.68,None
Rajasthan,July,2023,67.3,8.14,3.34,8.73,184,30.6,moderate,41.78,None
Jharkhand,February,2024,18.9,7.92,4.56,6.32,93,21.58,moderate,36.81,Giardiasis
Sikkim,December,2020,72.9,7.05,4.41,3.07,102,24.22,moderate,46.28,None
Kerala,December,2024,136.7,6.64,3.84,5.34,92,16.57,moderate,33.78,None
Telangana,July,2023,361.6,6.58,6.98,4.62,453,25.57,severe,99.77,None
Meghalaya,January,2020,106.1,7.63,4.62,6.04,111,19.63,moderate,36.44,None
Uttar Pradesh,September,2024,246.3,7.03,13.2,5.19,618,26.23,severe,105.66,Cholera
West Bengal,December,2021,0.0,7.27,0.5,6.67,147,18.73,moderate,25.05,None
Uttar Pradesh,August,2024,421.3,6.33,27.1,7.03,842,23.67,severe,182.14,Typhoid Fever
Nagaland,December,2020,39.2,7.54,1.96,8.15,85,19.39,low,17.82,None
Mizoram,December,2024,187.7,7.12,1.33,5.68,101,21.96,moderate,26.54,None
Uttar Pradesh,September,2020,263.0,6.94,12.15,5.51,653,26.22,severe,105.76,Hepatitis A
Arunachal Pradesh,November,2023,135.7,6.4,1.67,9.3,103,23.11,low,21.19,None
Telangana,July,2023,324.7,7.49,12.64,6.94,408,25.74,severe,94.98,Hepatitis A
Gujarat,August,2020,236.3,6.53,7.18,8.14,319,28.45,high,55.18,Cholera
Gujarat,November,2024,77.2,7.52,3.08,5.48,99,21.68,moderate,34.7,None
Tamil Nadu,August,2024,419.4,7.06,7.38,5.41,450,25.47,severe,91.25,None
Arunachal Pradesh,January,2020,27.4,6.68,7.38,6.5,116,23.01,moderate,38.57,None
Arunachal Pradesh,December,2024,25.2,6.93,4.86,8.03,109,16.6,low,21.32,Cholera
Haryana,April,2023,20.9,7.72,2.99,5.26,115,35.0,moderate,45.88,None
Chhattisgarh,July,2020,229.1,7.93,11.46,8.12,328,21.07,high,65.55,Dysentery
Mizoram,November,2023,80.6,6.48,5.66,6.91,107,21.5,moderate,33.42,Hepatitis A
Odisha,January,2024,23.1,7.93,4.98,6.78,94,15.0,moderate,34.76,None
Assam,June,2020,358.4,7.55,7.05,9.44,414,27.39,severe,77.63,None
Manipur,May,2022,13.9,7.19,5.5,6.68,88,25.42,moderate,31.01,None
West Bengal,July,2024,392.6,6.96,17.19,5.75,700,26.65,severe,143.23,Cholera
Punjab,April,2023,11.7,6.7,3.69,5.74,106,26.28,moderate,35.42,Typhoid Fever
Mizoram,July,2022,145.6,5.78,4.34,7.44,154,24.93,moderate,41.54,None
Rajasthan,December,2024,31.3,7.29,7.28,5.79,94,21.05,moderate,38.44,None
Karnataka,December,2023,78.5,7.0,0.9,6.23,98,18.63,low,20.45,None
Odisha,April,2021,51.0,6.69,0.5,7.81,87,26.76,low,17.13,None
Tripura,July,2020,388.2,5.97,8.79,6.22,439,26.66,severe,100.81,Hepatitis A
Karnataka,February,2020,15.6,7.69,8.41,10.2,101,25.43,moderate,36.54,None
Telangana,February,2023,19.2,6.96,3.13,9.66,104,21.59,low,17.86,Hepatitis A
Manipur,March,2021,0.0,7.63,4.24,5.54,88,23.73,moderate,37.75,Hepatitis A
Tripura,February,2022,24.6,7.57,3.32,4.74,84,19.26,moderate,37.04,None
Sikkim,October,2023,157.9,7.09,3.87,4.47,113,23.04,moderate,39.11,None
Goa,April,2022,24.2,6.55,3.48,8.79,116,26.83,moderate,26.48,None
Maharashtra,February,2024,30.2,7.59,4.7,5.26,110,23.16,moderate,41.58,Giardiasis
Arunachal Pradesh,September,2024,393.2,5.5,13.9,6.4,432,22.82,severe,114.49,Dysentery
Karnataka,February,2024,19.9,6.51,2.57,6.34,100,18.69,moderate,28.34,None
Uttarakhand,July,2022,289.0,6.96,6.21,6.9,367,25.23,high,57.64,None
Himachal Pradesh,October,2020,92.6,6.88,1.3,5.6,83,23.24,moderate,25.72,None
Arunachal Pradesh,August,2020,416.9,6.65,13.58,6.34,474,24.75,severe,106.48,None
Punjab,July,2023,191.1,7.36,7.24,8.65,150,22.7,moderate,34.43,None
Punjab,April,2023,11.5,7.32,1.66,6.88,111,31.39,moderate,28.92,None
Uttarakhand,January,2024,40.1,8.37,6.16,5.74,100,20.44,moderate,47.54,None
Madhya Pradesh,February,2022,31.6,7.59,6.75,8.73,130,24.18,moderate,34.49,None
Goa,June,2021,284.8,7.5,10.65,7.56,387,28.76,high,71.58,Dysentery
Maharashtra,September,2020,430.0,6.3,14.25,7.34,486,21.49,severe,105.77,Hepatitis A
Odisha,September,2021,430.6,7.04,12.86,3.62,489,21.69,severe,117.32,Dysentery
West Bengal,May,2023,42.0,7.41,6.02,3.54,166,32.15,high,61.12,None
Odisha,October,2020,57.5,7.35,3.45,8.26,89,22.32,low,20.46,None
Jharkhand,April,2024,17.2,7.16,5.97,9.07,120,28.83,moderate,29.95,None
Mizoram,December,2024,0.0,7.7,3.38,8.29,120,18.78,moderate,25.76,None
Himachal Pradesh,July,2021,317.9,7.59,10.51,6.52,387,27.21,severe,91.95,Hepatitis A
Uttar Pradesh,February,2023,29.1,8.16,9.9,8.38,156,19.88,moderate,47.0,None
Uttarakhand,September,2022,431.4,7.24,13.99,6.93,469,23.9,severe,101.5,Cholera
Karnataka,September,2022,267.9,7.65,7.57,6.52,358,31.91,high,70.8,None
Maharashtra,February,2023,22.1,7.88,4.46,8.09,99,16.91,moderate,27.62,None
Goa,December,2022,17.2,7.67,2.42,7.28,107,16.86,moderate,25.84,Cholera
Karnataka,December,2024,75.7,7.79,3.65,9.53,109,24.39,moderate,28.3,None
Haryana,October,2023,105.2,7.11,3.83,6.86,80,20.2,low,22.56,Giardiasis
Chhattisgarh,November,2024,166.5,6.99,3.85,6.55,113,18.84,moderate,26.35,None
Tripura,November,2021,130.0,6.17,1.06,7.59,115,19.35,low,23.97,None
Haryana,October,2022,107.6,7.06,0.5,6.42,101,27.81,low,23.5,None
Gujarat,September,2022,278.2,7.19,9.46,8.99,373,27.91,high,62.08,Dysentery
West Bengal,September,2020,409.9,7.16,16.13,5.35,715,23.94,severe,144.7,Typhoid Fever
Bihar,July,2023,290.5,6.58,6.1,7.81,693,21.05,severe,87.17,Giardiasis
Jharkhand,June,2021,435.6,6.95,9.57,5.05,450,27.47,severe,99.75,Hepatitis A
Odisha,December,2022,129.9,7.59,2.41,6.88,114,22.86,moderate,29.15,None
Uttar Pradesh,October,2022,88.2,7.29,7.58,7.11,172,23.51,moderate,41.46,None
Haryana,May,2020,20.5,7.5,2.16,7.61,105,23.16,low,23.35,None
Bihar,March,2022,58.7,7.86,9.3,7.3,228,21.81,high,54.41,None
Telangana,November,2024,38.2,6.94,3.63,9.83,110,19.56,low,18.86,None
Karnataka,May,2021,2.0,6.82,3.93,6.88,112,28.48,moderate,30.7,None
Andhra Pradesh,December,2022,0.0,6.46,0.5,6.0,98,19.31,moderate,26.2,None
Nagaland,April,2023,53.2,6.14,2.71,5.13,93,32.81,moderate,44.08,None
Haryana,August,2022,402.7,7.57,10.75,5.44,466,23.09,severe,105.77,None
Goa,September,2022,578.5,6.38,12.23,6.9,585,19.67,severe,113.59,Dysentery
Bihar,April,2022,11.2,7.44,8.46,5.32,194,32.33,high,60.29,None
Jharkhand,November,2024,219.0,6.91,4.1,5.03,225,22.19,moderate,47.54,None
Tripura,December,2021,0.0,6.04,4.2,4.66,89,20.35,moderate,43.77,None
Sikkim,July,2024,456.5,7.52,12.46,6.69,487,26.82,severe,106.54,None
Sikkim,August,2020,298.1,6.86,15.77,6.26,381,23.83,severe,81.66,Dysentery
Meghalaya,August,2022,493.4,6.66,9.28,9.69,507,26.57,severe,91.13,Hepatitis A
West Bengal,May,2020,41.7,6.75,11.44,4.67,176,30.43,high,64.84,Cholera
Andhra Pradesh,April,2021,31.7,6.29,1.67,6.81,108,22.33,moderate,28.36,None
Nagaland,January,2021,30.9,6.39,4.76,7.14,111,27.34,moderate,34.69,Dysentery
Andhra Pradesh,January,2023,22.5,8.37,2.91,6.59,102,20.51,moderate,37.02,None
Uttar Pradesh,February,2020,30.4,7.52,5.61,5.32,181,17.27,moderate,47.92,Hepatitis A
Goa,December,2024,115.7,6.9,3.14,5.89,117,21.66,moderate,30.36,None
Haryana,December,2022,167.8,7.35,3.73,6.86,105,25.36,moderate,29.84,None
Odisha,February,2024,21.4,6.96,4.07,6.21,106,19.4,moderate,28.09,Giardiasis
Madhya Pradesh,September,2024,289.2,6.85,12.23,4.55,493,27.09,severe,96.06,None
Sikkim,March,2023,43.4,7.09,1.1,6.0,119,30.57,moderate,30.29,None
West Bengal,June,2020,282.5,7.54,19.16,9.45,573,28.11,severe,105.08,Cholera
Bihar,December,2022,122.7,7.24,6.06,6.23,198,17.46,moderate,43.17,Cholera
Maharashtra,December,2021,96.7,7.4,3.21,6.86,110,22.08,moderate,28.16,None
Assam,September,2024,532.6,5.72,14.95,5.14,559,21.2,severe,136.2,Cholera
Uttar Pradesh,June,2020,322.8,7.56,12.13,5.95,726,25.14,severe,138.34,Hepatitis A
Gujarat,May,2022,28.0,6.65,6.5,7.56,70,24.38,moderate,27.89,Typhoid Fever
Kerala,December,2023,215.7,6.72,7.59,4.86,192,18.97,high,52.88,None
West Bengal,February,2020,18.7,7.6,3.28,5.57,171,25.27,moderate,44.44,None
Andhra Pradesh,February,2024,61.4,7.67,4.56,6.09,94,15.42,moderate,34.77,Dysentery
Madhya Pradesh,March,2021,19.9,7.58,8.03,6.61,140,20.73,moderate,43.17,None
Rajasthan,September,2020,117.2,7.28,4.91,6.07,150,25.04,moderate,39.79,None
Gujarat,November,2020,132.9,7.55,4.39,9.62,101,25.73,moderate,27.24,None
Gujarat,September,2024,275.5,7.04,5.19,7.51,343,23.53,moderate,49.3,None
Punjab,October,2021,57.1,7.38,4.49,7.16,114,26.49,moderate,31.62,None
Madhya Pradesh,December,2022,143.4,6.49,9.74,10.22,127,18.56,moderate,37.28,Giardiasis
Nagaland,April,2020,6.2,7.19,4.83,6.7,109,22.81,moderate,30.37,None
Assam,December,2023,67.5,6.87,5.79,3.67,98,22.21,moderate,45.44,None
Nagaland,October,2023,176.4,6.81,6.61,7.01,111,24.4,moderate,33.37,Cholera
Andhra Pradesh,January,2021,23.7,7.58,3.4,7.15,83,15.47,moderate,25.15,Typhoid Fever
Kerala,September,2022,405.3,6.77,5.67,7.86,432,30.05,severe,75.08,None
Arunachal Pradesh,November,2020,89.2,7.51,3.94,4.62,90,21.51,moderate,39.63,Giardiasis
Chhattisgarh,May,2023,60.2,7.02,1.76,6.51,112,23.05,low,23.89,None
Chhattisgarh,February,2024,45.1,7.97,5.25,8.42,118,16.17,moderate,32.0,None
Telangana,October,2020,31.6,6.95,1.77,8.97,100,31.75,low,19.91,Typhoid Fever
Telangana,December,2023,51.3,7.07,1.01,9.25,113,19.13,low,14.02,None
Nagaland,April,2022,15.9,6.71,4.6,9.16,108,29.62,moderate,27.71,Cholera
Arunachal Pradesh,January,2022,24.0,6.72,4.16,5.08,89,22.6,moderate,35.92,None
Haryana,February,2020,16.2,7.22,5.9,7.96,103,20.93,low,24.96,None
Manipur,January,2023,0.0,7.41,4.86,6.82,72,21.67,moderate,27.76,Giardiasis
Arunachal Pradesh,December,2024,113.6,6.36,2.09,6.79,110,15.78,moderate,27.63,None
Karnataka,November,2020,91.1,7.18,5.64,5.49,87,24.39,moderate,36.52,None
Meghalaya,March,2023,36.8,7.81,5.28,6.94,93,24.37,moderate,35.44,Cholera
Goa,March,2020,81.2,5.91,3.43,9.86,96,17.99,moderate,27.36,Typhoid Fever
Chhattisgarh,August,2023,285.6,7.88,9.06,4.02,381,24.2,severe,87.02,None
Bihar,December,2021,117.1,7.63,4.56,7.96,204,15.0,moderate,36.02,None
Nagaland,May,2022,0.0,6.76,3.64,8.19,96,26.85,low,22.71,None
Madhya Pradesh,April,2020,63.3,7.5,2.73,5.7,125,29.78,moderate,39.35,Typhoid Fever
Goa,October,2021,0.0,6.87,2.74,7.1,93,22.28,low,21.72,Cholera
Sikkim,August,2023,491.9,6.79,12.49,9.41,519,24.25,severe,97.33,Typhoid Fever
Rajasthan,April,2021,26.6,8.5,2.03,6.4,104,28.55,moderate,41.73,Hepatitis A
Uttar Pradesh,November,2021,9.4,7.52,4.24,6.87,171,22.7,moderate,37.78,None
West Bengal,December,2024,180.4,7.3,5.66,7.62,145,19.98,moderate,30.72,None
Mizoram,September,2023,222.9,6.83,9.16,8.75,280,31.18,high,53.61,Cholera
Odisha,May,2022,25.5,6.36,7.96,7.21,82,28.85,moderate,38.89,Typhoid Fever
Kerala,October,2021,237.6,7.23,5.78,6.87,222,28.29,moderate,45.86,None
Meghalaya,September,2021,231.2,6.55,9.56,4.12,328,25.75,severe,78.69,Dysentery
Karnataka,September,2023,284.3,6.65,6.02,7.31,363,25.21,high,57.89,None
Uttar Pradesh,August,2020,252.3,7.3,12.02,7.37,631,29.9,severe,98.24,Typhoid Fever
Uttarakhand,June,2020,305.3,7.55,7.49,5.44,372,30.41,severe,90.82,None
Karnataka,August,2022,136.9,7.54,2.83,8.26,144,29.75,moderate,30.34,None
Assam,March,2024,43.1,7.65,1.95,8.2,105,32.36,moderate,27.08,None
West Bengal,December,2021,163.3,7.64,1.96,7.6,171,19.12,moderate,29.42,Hepatitis A
Madhya Pradesh,October,2021,103.8,6.82,6.59,7.05,127,20.16,moderate,32.51,None
Himachal Pradesh,July,2024,424.7,6.96,7.06,4.04,466,24.75,severe,99.95,None
Telangana,December,2021,110.8,7.29,5.72,8.36,82,18.66,low,22.54,Typhoid Fever
Telangana,March,2020,19.4,6.95,6.83,7.16,115,25.94,moderate,32.83,None
Rajasthan,May,2023,30.1,7.8,3.81,5.4,113,29.52,moderate,44.68,None
Himachal Pradesh,March,2023,35.9,7.15,4.09,8.69,95,27.78,low,23.07,None
Odisha,July,2020,315.7,7.25,15.01,7.46,409,22.46,severe,92.82,None
Jharkhand,April,2022,53.2,6.94,3.42,5.79,91,22.15,moderate,28.66,None
Chhattisgarh,February,2023,54.0,7.43,3.34,7.6,92,22.66,low,23.51,None
Arunachal Pradesh,March,2022,59.8,8.45,6.18,4.64,120,24.61,high,57.96,None
West Bengal,August,2021,284.1,6.35,12.86,6.32,612,33.25,severe,108.45,Dysentery
Kerala,March,2023,19.1,5.85,4.16,7.45,101,24.96,moderate,35.15,None
Bihar,October,2024,143.4,7.44,6.7,6.49,212,27.25,high,50.18,None
Uttar Pradesh,July,2024,307.9,6.49,15.02,4.98,691,25.05,severe,146.24,Dysentery
Mizoram,July,2020,368.7,7.22,8.19,8.59,417,21.05,high,72.97,None
Chhattisgarh,April,2020,16.5,7.32,3.83,6.65,100,29.05,moderate,32.14,Cholera
Arunachal Pradesh,December,2022,105.3,7.17,7.5,7.67,104,28.51,moderate,33.01,Cholera
Meghalaya,January,2023,24.8,6.17,5.12,5.58,100,21.9,moderate,41.59,Giardiasis
Madhya Pradesh,February,2024,43.2,7.0,2.58,11.79,148,18.81,low,19.96,None
Bihar,October,2022,0.0,6.64,14.15,8.89,182,19.2,high,50.1,None
Nagaland,October,2024,108.1,8.06,2.09,5.5,117,21.1,moderate,39.53,None
Sikkim,March,2023,37.0,6.37,1.09,7.04,99,21.69,low,24.02,None
Haryana,May,2020,37.7,7.04,4.44,5.65,102,24.36,moderate,33.41,None
Meghalaya,February,2020,66.0,6.98,3.73,7.26,100,16.15,low,21.36,Giardiasis
Chhattisgarh,July,2021,416.9,7.35,9.16,5.99,442,25.39,severe,94.52,Hepatitis A
Tamil Nadu,September,2020,163.6,7.12,4.5,6.66,169,28.03,moderate,37.81,None
Goa,October,2022,109.0,8.12,7.12,7.2,107,22.31,moderate,41.29,Hepatitis A
Bihar,August,2020,306.7,6.48,14.59,8.7,801,25.62,severe,140.75,Typhoid Fever
Bihar,October,2022,63.6,7.72,7.95,6.91,222,25.3,high,53.4,Giardiasis
Haryana,January,2024,34.6,6.87,0.5,7.56,104,16.71,low,14.9,None
Tamil Nadu,July,2021,432.7,6.57,12.52,8.68,487,28.86,severe,98.96,None
West Bengal,July,2021,410.6,7.13,15.48,7.26,746,27.05,severe,136.9,Dysentery
Sikkim,April,2023,45.9,7.82,3.04,8.03,86,28.47,moderate,27.12,None
Meghalaya,April,2024,33.3,7.04,4.96,5.13,105,26.69,moderate,38.52,None
Jharkhand,August,2023,364.4,7.37,10.85,8.78,432,23.11,severe,84.19,Hepatitis A
Sikkim,July,2024,279.0,7.29,10.83,6.42,367,25.16,high,71.74,None
Haryana,July,2023,141.9,7.8,7.01,5.97,124,22.81,moderate,45.98,None
Himachal Pradesh,November,2022,106.5,6.76,6.79,4.7,105,21.76,moderate,43.86,Cholera
Mizoram,December,2023,81.0,7.1,3.19,7.07,107,19.32,low,22.73,Typhoid Fever
Kerala,June,2024,386.6,7.39,8.63,6.02,453,28.86,severe,96.95,None
Andhra Pradesh,May,2022,60.6,7.77,2.96,6.05,99,28.66,moderate,37.6,None
Goa,April,2022,5.1,7.17,4.86,7.97,104,26.67,moderate,25.31,Typhoid Fever
Haryana,February,2023,39.0,6.45,7.33,8.94,98,15.46,moderate,29.96,None
Jharkhand,January,2024,16.2,7.09,3.71,7.07,111,27.55,moderate,27.84,None
Telangana,August,2020,383.0,6.87,10.09,8.88,456,28.79,severe,85.77,Dysentery
Assam,February,2020,80.6,6.98,5.45,5.6,104,20.14,moderate,33.57,None
Madhya Pradesh,June,2020,226.5,6.95,10.49,5.44,449,31.02,severe,84.69,Hepatitis A
Nagaland,December,2024,103.3,7.38,3.6,7.33,105,21.8,moderate,25.75,Dysentery
West Bengal,June,2021,234.8,7.15,8.28,7.91,525,28.96,severe,75.49,Dysentery
Nagaland,May,2020,53.6,7.2,5.91,7.81,105,27.44,moderate,28.99,Dysentery
West Bengal,January,2023,39.7,7.38,0.5,6.76,150,20.19,moderate,26.09,None
Chhattisgarh,June,2023,466.1,7.16,11.74,7.98,513,29.83,severe,97.67,Hepatitis A
Assam,June,2024,360.7,7.35,10.74,8.01,432,28.99,severe,87.21,Dysentery
Haryana,September,2022,443.3,6.41,10.96,5.73,483,23.59,severe,107.12,None
Odisha,February,2021,29.8,6.52,1.33,5.17,104,19.55,moderate,32.01,None
Arunachal Pradesh,August,2023,295.0,6.58,14.5,6.79,393,27.16,severe,82.13,Dysentery
Tripura,August,2024,319.7,5.9,11.53,8.18,408,21.11,severe,90.5,Cholera
Meghalaya,November,2024,108.7,7.36,7.66,6.53,114,25.61,moderate,40.48,None
Karnataka,February,2023,8.8,6.84,2.39,7.18,99,20.94,low,20.85,None
Haryana,November,2023,87.0,7.02,3.32,8.54,102,22.91,low,18.49,Giardiasis
Punjab,September,2023,421.4,6.7,10.5,9.27,466,26.63,severe,88.7,None
Manipur,June,2023,323.1,6.9,6.51,8.84,367,21.99,high,62.06,None
Andhra Pradesh,July,2022,361.1,7.21,9.63,8.13,436,19.96,severe,77.95,None
Uttar Pradesh,June,2023,303.1,7.09,14.19,7.61,712,26.88,severe,127.04,Cholera
Chhattisgarh,September,2020,305.2,7.31,9.71,5.35,348,23.74,severe,86.93,Hepatitis A
Telangana,March,2022,0.0,7.24,6.95,7.61,96,21.55,moderate,28.62,None
Bihar,October,2022,95.1,7.19,4.98,7.95,210,24.72,moderate,35.47,None
Madhya Pradesh,May,2021,38.8,7.46,1.59,9.58,124,28.88,low,24.62,Giardiasis
Mizoram,January,2022,25.1,6.63,0.81,7.87,106,18.71,low,16.57,Dysentery
Nagaland,August,2022,390.2,7.89,13.18,6.14,445,29.8,severe,112.75,Dysentery
Meghalaya,July,2021,455.5,7.56,8.58,5.68,490,27.57,severe,104.57,Dysentery
Odisha,September,2021,192.9,6.77,5.83,7.4,142,31.35,moderate,36.84,None
Goa,May,2022,27.9,6.87,4.69,3.46,99,31.54,moderate,49.05,None
Tripura,September,2022,325.3,6.51,11.92,5.53,394,24.03,severe,99.01,Dysentery
Bihar,December,2024,69.6,7.58,4.84,5.31,188,23.35,moderate,49.41,None
Gujarat,July,2024,261.2,6.64,6.28,5.83,345,29.36,high,66.19,None
Goa,July,2024,442.1,6.98,12.77,6.01,483,25.47,severe,104.07,Dysentery
Sikkim,December,2020,83.6,7.02,4.46,5.87,97,24.39,moderate,31.66,None
Rajasthan,July,2022,79.6,7.58,1.02,6.1,135,27.03,moderate,34.36,Dysentery
Chhattisgarh,January,2021,53.5,7.48,2.88,7.88,90,26.86,low,23.59,None
Mizoram,August,2024,326.8,6.66,11.97,7.37,400,28.87,severe,89.91,None
Tamil Nadu,August,2022,80.8,6.95,7.4,8.23,124,26.28,moderate,30.84,None
Manipur,June,2024,380.2,6.8,9.06,6.98,442,26.48,severe,87.19,Hepatitis A
Punjab,May,2024,25.8,6.6,2.68,5.36,119,30.02,moderate,39.47,None
Himachal Pradesh,January,2020,67.9,8.12,5.14,3.62,99,15.0,high,53.28,Cholera
Karnataka,January,2022,4.0,7.16,3.84,7.06,108,20.98,moderate,25.27,None
Bihar,October,2021,126.1,7.42,3.68,7.31,178,20.3,moderate,32.96,None
Madhya Pradesh,August,2024,273.5,6.8,13.91,8.09,558,20.06,severe,85.65,Giardiasis
Andhra Pradesh,January,2020,25.8,6.79,2.58,6.83,95,19.74,low,22.61,None
Maharashtra,April,2024,33.9,6.29,5.99,11.83,94,27.74,moderate,32.35,Giardiasis
Tamil Nadu,January,2022,49.5,7.48,6.19,6.34,90,21.74,moderate,35.35,None
Himachal Pradesh,August,2022,359.7,7.58,12.18,4.3,417,28.09,severe,113.29,None
Maharashtra,February,2024,61.4,6.24,5.27,6.33,121,21.27,moderate,39.22,None
Andhra Pradesh,December,2022,123.5,6.69,5.37,6.5,110,18.84,moderate,32.34,None
Odisha,November,2020,126.5,7.03,3.16,8.55,102,20.52,low,17.08,Giardiasis
Maharashtra,August,2023,329.9,6.21,8.46,4.39,429,27.01,severe,107.13,None
West Bengal,March,2021,74.9,7.69,3.76,5.86,147,23.46,moderate,41.55,None
Meghalaya,December,2022,98.0,7.97,4.03,5.23,113,21.9,moderate,43.86,None
Tamil Nadu,April,2022,46.1,6.14,3.73,9.78,116,31.41,moderate,33.37,Cholera
Meghalaya,September,2023,595.4,7.02,14.53,5.16,571,23.04,severe,122.5,Cholera
Tamil Nadu,August,2023,326.0,6.7,11.13,7.14,382,18.87,severe,81.31,Hepatitis A
Nagaland,November,2024,122.4,7.12,5.93,6.54,95,20.66,moderate,30.19,None
Himachal Pradesh,August,2020,280.4,5.75,10.52,5.99,369,23.96,severe,82.47,None
Andhra Pradesh,July,2024,134.9,7.65,2.85,5.75,153,22.72,moderate,40.11,None
Punjab,September,2020,322.6,6.61,12.65,5.52,397,26.26,severe,101.32,Dysentery
Arunachal Pradesh,June,2021,164.0,7.72,4.54,6.4,141,29.08,moderate,42.92,Dysentery
Sikkim,November,2021,132.3,7.12,3.28,6.18,81,20.97,moderate,25.45,None
Arunachal Pradesh,January,2021,33.2,7.42,3.25,5.73,102,22.71,moderate,33.6,None
Chhattisgarh,January,2021,57.7,7.61,2.34,9.75,105,21.48,low,22.02,None
Tamil Nadu,December,2024,92.7,7.98,1.91,5.39,108,21.77,moderate,38.36,Hepatitis A
Telangana,June,2020,378.5,7.28,11.86,6.64,430,32.3,severe,98.96,None
Meghalaya,November,2022,166.6,7.09,7.03,6.49,93,17.46,moderate,31.81,None
Uttar Pradesh,April,2021,30.4,6.89,1.69,6.36,169,30.67,moderate,34.91,Dysentery
Andhra Pradesh,February,2021,30.6,7.58,0.5,8.27,116,24.47,low,20.63,None
Haryana,January,2022,58.3,8.14,2.96,5.59,99,15.19,moderate,39.27,Giardiasis
Arunachal Pradesh,April,2024,2.1,6.97,4.13,6.52,101,29.25,moderate,30.69,Cholera
Haryana,January,2022,26.2,7.71,3.72,6.71,99,16.32,moderate,30.89,Cholera
Nagaland,July,2024,135.2,7.42,2.45,7.07,132,26.42,moderate,30.16,None
Andhra Pradesh,July,2022,220.2,7.14,3.78,7.55,286,19.17,moderate,39.81,None
Haryana,September,2022,257.1,6.56,8.36,9.12,343,28.04,high,59.44,Hepatitis A
Himachal Pradesh,March,2020,42.9,7.84,4.41,5.48,78,23.36,moderate,39.3,None
Gujarat,July,2021,215.0,7.5,9.62,3.75,324,27.54,severe,81.66,Hepatitis A
Madhya Pradesh,July,2021,254.2,7.25,12.5,6.2,510,22.54,severe,88.77,Hepatitis A
Telangana,November,2024,145.2,7.28,2.9,7.21,104,22.4,low,24.15,None
